source,target,weight,source_name,target_name
0MsOgNKJpAxYNn1It7LxL1,5trD8XVjLto1USvIlcw1Ak,1,Universal Music,FRANCO
0MsOgNKJpAxYNn1It7LxL1,7IXa0YEIP7suO3P218zwIk,1,Universal Music,Warner Chappell
0MsXN56oNCyqorqEPViWgQ,1ZKivRKCbviSXCp9oiHcOg,1,Carlos Santana,Raul Rekow
0MsXN56oNCyqorqEPViWgQ,2U89J3T15ee1eqTUtt8uQ9,1,Carlos Santana,"Jerry ""Wonda"" Duplessis"
0MsXN56oNCyqorqEPViWgQ,3Tal4FK0yoDNgWBEHBMzgp,1,Carlos Santana,David McRae
0MsXN56oNCyqorqEPViWgQ,6LC7tYaWRFeB5QonlMG8n5,1,Carlos Santana,Marvin L. Moore-Hough
0MsXN56oNCyqorqEPViWgQ,6YOWrQBPl6xB6yA73jqUny,1,Carlos Santana,Karl Perazzo
0MsXN56oNCyqorqEPViWgQ,7aBzpmFXB4WWpPl2F7RjBe,1,Carlos Santana,Wyclef Jean
0MsoXUgAyhv2suGRdBEobt,0dP2iNWOzYsfRlqOjBfCOm,6,Kevin Killen,Michael Joseph
0MsoXUgAyhv2suGRdBEobt,2EfG2EoT8GFJrMiilbTVl2,6,Kevin Killen,Donna Lewis
0MsoXUgAyhv2suGRdBEobt,600vVrGUZhWpFmBTn0Jcib,6,Kevin Killen,Herbert Ernest Bates
0MszwU136fMv70lBqhWgdP,67blxsU60LjTzSEDkD8qm1,1,THALES MIGUEL,KAYKE KAY
0N0YGp0cXWGBDhzMxv5ddI,3Ot4lQ8M5ITsYTlf8GoiIP,9,Tom Barnes,Pete Kelleher
0N0YGp0cXWGBDhzMxv5ddI,4K8ZgMUv6ubeDpHxWjtaS6,3,Tom Barnes,Philip Plested
0N0YGp0cXWGBDhzMxv5ddI,4RSQdk2ty0YkO97WejZkdJ,3,Tom Barnes,Michael Pollack
0N0YGp0cXWGBDhzMxv5ddI,6bISphhxESeQWafQ9tRTCI,1,Tom Barnes,Sam Roman
0N0YGp0cXWGBDhzMxv5ddI,6uJGx1dlzyveLT52UYquqY,3,Tom Barnes,Nick Atkinson
0N0YGp0cXWGBDhzMxv5ddI,7cNAfNh1SbTYnQDoLFfy1n,6,Tom Barnes,Benjamin Kohn
0N48QeIk5PnL3CIMZ8VvDV,1kJ7Z7KTJSYmWrHwraQwR9,5,Bruno Branco,Hélvio Sodré
0NDRJiRo78ABoYUJMvPBUT,1hqL97RToFxm48aeYnmfH8,1,Anthony Gonzalez and Yann Gonzalez,Yann Gonzalez
0NDRJiRo78ABoYUJMvPBUT,2q10Wskc3lPYmEuV7rzMCv,1,Anthony Gonzalez and Yann Gonzalez,Anthony Gonzalez
0NEWCZZWnr5FaZTbhKwNu3,47LAhAXPsqb2dQhIex5wZQ,2,Jurek Reunamäki,Jeong Hari
0NEWCZZWnr5FaZTbhKwNu3,4NjwXBg3wXDBj1o19IZs41,2,Jurek Reunamäki,Brice Fox
0NEWCZZWnr5FaZTbhKwNu3,6XHsaIxuNUdhdH3MGSVqxq,2,Jurek Reunamäki,Michael Jade
0NEWCZZWnr5FaZTbhKwNu3,7iZB0PwFQtwEL11JxnoOx6,2,Jurek Reunamäki,Emily Kim
0NEe6xotHnOHNOOdcZwRTY,0ZBKwIYmjUoE27KisHeb2q,1,Inácio Rios,João Martins
0NEe6xotHnOHNOOdcZwRTY,1EGJYspTBgTFEJc6n4LyyE,1,Inácio Rios,Raphael Richaid
0NEe6xotHnOHNOOdcZwRTY,41vUNH0T8xbCN6FU2usy2L,1,Inácio Rios,Rodrigo Leite
0NEe6xotHnOHNOOdcZwRTY,6EH4BjCKPhFfbzFaErcbXI,1,Inácio Rios,Serginho Meriti
0NJrWffHF7zXNAyUmcbgfB,371dZCVG8PlQXvC3nM7QQb,1,Micah Asher Martin,José A. Velázquez
0NJrWffHF7zXNAyUmcbgfB,4ijTxT5IAxZSuTrbhNwleC,2,Micah Asher Martin,Martijn van Sonderen
0NJrWffHF7zXNAyUmcbgfB,62flcLCCCR3xrJVHqOpXHH,2,Micah Asher Martin,Federico Vindver
0NJrWffHF7zXNAyUmcbgfB,6hfz5f0r8xU4SySj0m5Gh5,1,Micah Asher Martin,Jose A. Velazquez
0NJrWffHF7zXNAyUmcbgfB,6pUQU4JkGYybW0pXngBBxT,2,Micah Asher Martin,Don Schipper
0NJrWffHF7zXNAyUmcbgfB,6wKG2tXtN5Fzy01dtRRIu8,2,Micah Asher Martin,Trevor Daniel Neill
0NMZpUOrXHGb4YoVZfW5lL,0jYBkdR6xjLCK4o7G8ugTa,2,Juliano Moreira,Diogo Melim
0NMZpUOrXHGb4YoVZfW5lL,222QBV7Iulb8AJ7XXvWJ6G,1,Juliano Moreira,Bibi
0NMZpUOrXHGb4YoVZfW5lL,24eruxReiQ4DGsFhrbHKGs,3,Juliano Moreira,Gabriela Melim
0NMZpUOrXHGb4YoVZfW5lL,2WzEl95SxpS2aXye4njjwN,1,Juliano Moreira,Carolzinha
0NMZpUOrXHGb4YoVZfW5lL,4UnPlU7ZiB5msWRpEDYsP3,1,Juliano Moreira,Nanno
0NMZpUOrXHGb4YoVZfW5lL,5mXYWM38dlAs01e3XQEtma,2,Juliano Moreira,Jhama
0NMZpUOrXHGb4YoVZfW5lL,6d77lKn26PxLwSNcFOxrnF,2,Juliano Moreira,Rodrigo Melim
0NMZpUOrXHGb4YoVZfW5lL,6fh1NmvVc6GsGyxlUkDhy9,1,Juliano Moreira,Nanno
0NNy0LTWViiIKRdtkuWRkk,0fdzo65I4lv4DdExQtcLf3,1,CINTHIA LARA ALVES DA SILVA,Jhennifer Cardoso Quaresma Barbosa
0NNy0LTWViiIKRdtkuWRkk,1HFMvCAoCt3y9AapqDtLl7,1,CINTHIA LARA ALVES DA SILVA,JOSE ELIAS DA SILVA
0NNy0LTWViiIKRdtkuWRkk,2MPmbA4DzM0Zs0bny0JNNo,1,CINTHIA LARA ALVES DA SILVA,WALLACE ALAN DOS SANTOS BELMONTE
0NNy0LTWViiIKRdtkuWRkk,4TtX5QgQDthOjjWCp1SRlW,1,CINTHIA LARA ALVES DA SILVA,TALES DA SILVA DUARTE
0NObj30b93Nos1oPSYhiOo,0Wd2rLkVCH8rx74ybQKBsE,2,Sevn Dayz,Ronny Svendsen
0NObj30b93Nos1oPSYhiOo,1AhZN2fnN315VbmCoeDZMq,2,Sevn Dayz,Bang Hye Hyun
0NObj30b93Nos1oPSYhiOo,3GxMA0uAqWZsyV1DIYTFDK,2,Sevn Dayz,Anne Judith Wik
0NObj30b93Nos1oPSYhiOo,3TZ26OzhP6PMnfZKG9Q0KM,2,Sevn Dayz,Adrian Thesen
0NObj30b93Nos1oPSYhiOo,5dfeViEjSpIcFlHQzVUbju,2,Sevn Dayz,Park Tae Won
0NQbRvv6pEFLx76VwZmNLR,17IrlJAdS5iBMVERtpGFIn,1,Dan Crean,Stevy Pyne
0NQbRvv6pEFLx76VwZmNLR,5Cq8cCEJfIOVeaneKELNHC,1,Dan Crean,Cole Whittle
0NRUQu3EXx5HDDTQEFzAFU,12zdfTW9H2vtFe0WriVUhG,4,Maicon Dantas Tulio Da Silva,Ana Caetano
0NRUQu3EXx5HDDTQEFzAFU,4ChJh0CjOGUybwZBdPSioc,1,Maicon Dantas Tulio Da Silva,Ana Clara Caetano Costa
0NVg7SpguV65cGnFXE2tgI,3Z5fRknMBBNfCw6pkgR9S8,1,Frederic Edward Weatherly,Pietro Mascagni
0NW4kr6RJ38jqxleVyW2Bk,4Zcufh0jv3ewHtUp8q4pCU,1,Mateuzim,De Vieira
0NW4kr6RJ38jqxleVyW2Bk,5w1KZEdVtk0FXDzlMfF862,1,Mateuzim,Gabriel Vittor
0NZxaGagpXwFHuJguCs5dN,5xYYsh7g2S1HpwD8xeMHfw,1,Lindon Roberts,Floyd Gaugh
0NZxaGagpXwFHuJguCs5dN,695OQFqzgAXbqYnEOpumXx,1,Lindon Roberts,Bradley Nowell
0NZxaGagpXwFHuJguCs5dN,7cr3RkPi8SZmX6wJb4UD9B,1,Lindon Roberts,Eric Wilson
0NhnvBusWGqWRm497CYWGI,5jwpDQAvSF0lGycNS4ld90,3,Sueli Costa,Tite Lemos
0NlHg2bXEE6hMGF5SntkKa,27LiygWX1FBRyedfCvbmM5,1,peter iversen,Stine Jacobsen
0NlHg2bXEE6hMGF5SntkKa,4JIMShoexBVk6QmZvEZLvK,1,peter iversen,Lars Iversen
0NlHg2bXEE6hMGF5SntkKa,5iRWsrhrDyDtSo5L0uG0de,1,peter iversen,Morten Helgesen
0Nqk4Ih3aN3V4j7HnRMbLv,1SZkH1emDMGJ8kXlVnz31J,1,R. Wachtel,E. King
0Nqk4Ih3aN3V4j7HnRMbLv,1pwZtR2w0KX1lXU7hxQsCv,1,R. Wachtel,R. Van Zant
0Nqk4Ih3aN3V4j7HnRMbLv,2fJ2JT43ryAAG2luGqhC9T,1,R. Wachtel,W. Zevon
0Nqk4Ih3aN3V4j7HnRMbLv,3rbDMMbwhaXdnIeAn192hj,1,R. Wachtel,G. Rossington
0Nqk4Ih3aN3V4j7HnRMbLv,4RMp5AlXH371RVXl5oN9wE,1,R. Wachtel,Robert James Ritchie
0Nqk4Ih3aN3V4j7HnRMbLv,5PyTbdAhk7wTPrEuyuLeEA,1,R. Wachtel,M. Shafer
0Nqk4Ih3aN3V4j7HnRMbLv,5yCLZviPynhgLPFaqLprIL,1,R. Wachtel,L. Marinell
0NrDvejqX4R9Q6GfCL73rI,0eaTAssXb5RBbnSkKEiHgh,2,Eric Breed,"Jason ""ELZHI"" Powers"
0NrDvejqX4R9Q6GfCL73rI,2Mct4cHnKPAmvfMIjGqzpT,1,Eric Breed,Ralph J. Rice II
0NrDvejqX4R9Q6GfCL73rI,3GMoVpWJy4smKuxFuFTwXC,1,Eric Breed,Roger
0NrDvejqX4R9Q6GfCL73rI,5FWSJvGdlfIraHonpSRCCi,1,Eric Breed,Curtis E. Cross
0NtiFNQA5blOMFaEMmxXPU,47bGkhhbLLgUjEWs0YXu34,1,Gebardo Moreira,Joao Silva
0Nz7ouH7wH5wbjGUq3yMc1,14qoX1U2fBJ2k0EiVJqKqv,2,Neto Barros,Ranieri Mazilli
0Nz7ouH7wH5wbjGUq3yMc1,24rIgNARCQe7pFuEw9Do6R,1,Neto Barros,Rod Bala
0Nz7ouH7wH5wbjGUq3yMc1,3wMu9eZVkiZs0YwvrI1srr,4,Neto Barros,Cabeção do Forró
0Nz7ouH7wH5wbjGUq3yMc1,44LxoQCM7JhwfPfoziqsvN,1,Neto Barros,Raniere Mazille
0Nz7ouH7wH5wbjGUq3yMc1,5VT76JB6eMBkK9BwrwCLWt,1,Neto Barros,Zé Hilton Do Acordeon
0Nz7ouH7wH5wbjGUq3yMc1,7APjoudF6pwFObhtJ1Tjbi,2,Neto Barros,Conde Macedo
0O1Drj8NkxdMzvdCkkQpef,1lLrMxbbduD1lRIqmIYJkE,2,Tiago Torres da Silva,Pedro Jóia
0O98jlCaPzvsoei6U5jfEL,1BfgVctke9PP5LJDIWrUxC,1,Damon Albarn,Harold Payne
0O98jlCaPzvsoei6U5jfEL,3daU1Gtwr0QM8grwrfHXZ1,3,Damon Albarn,David Jolicoeur
0O98jlCaPzvsoei6U5jfEL,50bYcwSxuSEr3O3N2UYr5n,4,Damon Albarn,Brian Burton
0O98jlCaPzvsoei6U5jfEL,61YQYz37vwAX0Ra4N805A8,4,Damon Albarn,Jamie Hewlett
0O98jlCaPzvsoei6U5jfEL,6H1O9TSg3Bb84q4XcjagRb,1,Damon Albarn,Alex James
0O98jlCaPzvsoei6U5jfEL,6ngpbJQLEeHixst1LymC8d,1,Damon Albarn,Dave Rowntree
0O98jlCaPzvsoei6U5jfEL,773kf91LdYTTMGqYuhNnPn,1,Damon Albarn,Richard Russell
0O98jlCaPzvsoei6U5jfEL,7ueZp29tCNwjIj4yAMTEaC,1,Damon Albarn,Graham Coxon
0O9odiaWv3m5JTBHnWwfLR,0oFntmoNzhfEX3GorBHmo7,1,Ricardo Williams George,Jonathan Rotem
0O9odiaWv3m5JTBHnWwfLR,0tqyBCHdmHV37hJj9ZYKZQ,1,Ricardo Williams George,Megan Pete
0O9odiaWv3m5JTBHnWwfLR,0v48QIh0w5GaLhIcBoLQdd,1,Ricardo Williams George,Derrick Gray
0OBhr2dVgmlW8UH9099j1G,3XmoV7DZj1XxUulBFTv7tc,1,Dashawn White,SAK PASE
0OCNejm0NNml7CETRmBPa2,2SjTLsUQivT6rqEn3nyAgl,1,William Durst,Dwayne Carter
0OD5h0W4cidhr56nBnbzV4,0XQCcpfyc6dT1dfNa64GhB,1,"Cheryl ""Salt"" James",Dave Crawford
0OD5h0W4cidhr56nBnbzV4,5ro36MAPtW4DdaM9z1T1Gd,1,"Cheryl ""Salt"" James",Fingerprints
0ODKhQPVNIqnj4uYDSUhy0,1r4R3jot6kTOFQX34QEdcL,1,Justin Matias,"Vicente Castro ""Parrita"""
0ODKhQPVNIqnj4uYDSUhy0,3ADkzO3nLNicXucFYGQ7tj,1,Justin Matias,Zulema Cusseaux
0ODKhQPVNIqnj4uYDSUhy0,4CKCJjvfS86ykcinxaEfyZ,1,Justin Matias,Karim Kharbouch
0ODKhQPVNIqnj4uYDSUhy0,5F17XNth5uIEDQBkDJvJZT,1,Justin Matias,Kervens Mazile
0OIFjtmrgzHcM3zYmMWnfL,0PTsEjZ1edeFFV4AALzJ51,1,Nicholas Miller,Elijah Noll
0OIFjtmrgzHcM3zYmMWnfL,0kErUwb6xgWfkdn0RyZWHZ,6,Nicholas Miller,Annika Wells
0OIFjtmrgzHcM3zYmMWnfL,0mIqp7ZE1vMzg1I5SmAblu,2,Nicholas Miller,Lee David Malia
0OIFjtmrgzHcM3zYmMWnfL,11S3x86ILlsuCBil6EmDo2,4,Nicholas Miller,Sarah Hudson
0OIFjtmrgzHcM3zYmMWnfL,1Q9RBLNkDB8gxwTFGYMgF4,3,Nicholas Miller,Anita Jobby
0OIFjtmrgzHcM3zYmMWnfL,1WcClnh5lexeVdlAHkMHr7,7,Nicholas Miller,Grant Phillip Michaels
0OIFjtmrgzHcM3zYmMWnfL,1aZENDSuD4XXPlue0RJwSj,6,Nicholas Miller,Jason Evigan
0OIFjtmrgzHcM3zYmMWnfL,1amAFzJXIR7U3hgXf2ZhAw,10,Nicholas Miller,Andrew Goldstein
0OIFjtmrgzHcM3zYmMWnfL,1buzCmyYZE4kcdLRudsb8V,4,Nicholas Miller,Mikky Ekko
0OIFjtmrgzHcM3zYmMWnfL,1fL7gOK0dZdM4D65hN0ESr,28,Nicholas Miller,Trevor Christensen
0OIFjtmrgzHcM3zYmMWnfL,1g9j6GF1jyjrhixt3Vurzs,1,Nicholas Miller,Courtney LaPlante
0OIFjtmrgzHcM3zYmMWnfL,1jiHButM8wD1JmHYXT2nfk,7,Nicholas Miller,Nicholas Chiari
0OIFjtmrgzHcM3zYmMWnfL,1oKdM70mJD8VvDOTKeS8t1,1,Nicholas Miller,Emily Warren
0OIFjtmrgzHcM3zYmMWnfL,1sXLaPTF4w5qcUfVEpUcwp,4,Nicholas Miller,Justin Parker
0OIFjtmrgzHcM3zYmMWnfL,263tPISZDBHmiz4Gr6D2xm,1,Nicholas Miller,Jonathan Bellion
0OIFjtmrgzHcM3zYmMWnfL,29vXvRArvRnl6mD4jy1C5R,3,Nicholas Miller,Neil Ormandy
0OIFjtmrgzHcM3zYmMWnfL,2P5EvsSY4KZpKV1l04UwwY,2,Nicholas Miller,"Gregory ""Aldae"" Hein"
0OIFjtmrgzHcM3zYmMWnfL,2RGrXUoykHoKopakdK1BpW,6,Nicholas Miller,Kevin Thrasher
0OIFjtmrgzHcM3zYmMWnfL,2WRkTsF3Uk2tTJF2p45WkB,3,Nicholas Miller,Stuart Crichton
0OIFjtmrgzHcM3zYmMWnfL,3N44EVBCdGluWwQYSYYct8,1,Nicholas Miller,Derek Andersen
0OIFjtmrgzHcM3zYmMWnfL,3U0BbMj2WGMYmFS5QFDvMu,3,Nicholas Miller,Chris Cerulli
0OIFjtmrgzHcM3zYmMWnfL,3V9UqlUxyU9SnrUNRKvqx8,1,Nicholas Miller,Jeff Abel
0OIFjtmrgzHcM3zYmMWnfL,3dJMDgIgT4v91SSGYxBrlX,1,Nicholas Miller,Dabin Lee
0OIFjtmrgzHcM3zYmMWnfL,3gNqBbcB9aLg4ILXeiqRYN,4,Nicholas Miller,Drew Fulk
0OIFjtmrgzHcM3zYmMWnfL,3jdPsNlz4D68iHhR0omZMx,1,Nicholas Miller,Alna Hofmeyr
0OIFjtmrgzHcM3zYmMWnfL,46IEsusrUuNiwAHg80vkRS,1,Nicholas Miller,Yasmine Yousaf
0OIFjtmrgzHcM3zYmMWnfL,4C33bwp3FDKF4dMfwZ6Sz0,2,Nicholas Miller,Zac Lawson
0OIFjtmrgzHcM3zYmMWnfL,4EPTBHFNJlaMG0HbP21lhe,6,Nicholas Miller,Rollo
0OIFjtmrgzHcM3zYmMWnfL,4exLIFE8sISLr28sqG1qNX,6,Nicholas Miller,Travis Barker
0OIFjtmrgzHcM3zYmMWnfL,4shWGtz1nqYIi9Xgqa7pKb,3,Nicholas Miller,Jaten Dimsdale
0OIFjtmrgzHcM3zYmMWnfL,50JJSqHUf2RQ9xsHs0KMHg,1,Nicholas Miller,Jon Bellion
0OIFjtmrgzHcM3zYmMWnfL,56g5jV2c08mjHa4ErzIIZY,1,Nicholas Miller,Scott Land
0OIFjtmrgzHcM3zYmMWnfL,5BCqO5LyLTOvo7etwfgQ7b,1,Nicholas Miller,Matthew Steeper
0OIFjtmrgzHcM3zYmMWnfL,5FmFpWDRr7DzTK3d1XzR1t,1,Nicholas Miller,Cody Tarpley
0OIFjtmrgzHcM3zYmMWnfL,5OInvV4R0BJRpoeEFfsTDF,1,Nicholas Miller,Lights Poxleitner-Bokan
0OIFjtmrgzHcM3zYmMWnfL,5QPC0y0M1cWS0g4llJFHlQ,2,Nicholas Miller,Rami Yacoub
0OIFjtmrgzHcM3zYmMWnfL,5X0hXpGcJDZiGTpnGPWEm5,5,Nicholas Miller,Alex Gaskarth
0OIFjtmrgzHcM3zYmMWnfL,5cDYlOWR4BLgJSryMbXNOB,2,Nicholas Miller,Jordan Keith Attwood Fish
0OIFjtmrgzHcM3zYmMWnfL,5dCLPsHYIwIG23YrYruHx6,3,Nicholas Miller,Aidan Martin
0OIFjtmrgzHcM3zYmMWnfL,5l4jkpqaOpaSwedhHfh6Dn,4,Nicholas Miller,James Abrahart
0OIFjtmrgzHcM3zYmMWnfL,69B37mtbkaq3LwUJHzsf0P,1,Nicholas Miller,Joseph Edward Mulherin
0OIFjtmrgzHcM3zYmMWnfL,6MaD7rvC6FezT1zpAyuJgx,3,Nicholas Miller,Samuel Dixon
0OIFjtmrgzHcM3zYmMWnfL,6O8EmrCwJdYEsgkAP2bSev,7,Nicholas Miller,Adam Puleo
0OIFjtmrgzHcM3zYmMWnfL,6U2O6s9PYXuuOrbHlbRArF,1,Nicholas Miller,Valentijn Hoogwerf
0OIFjtmrgzHcM3zYmMWnfL,6ZH6aaSqMAk3TH0q1f6ccW,1,Nicholas Miller,Steve Booker
0OIFjtmrgzHcM3zYmMWnfL,6bJVfTo7DceNYl03fo8M67,6,Nicholas Miller,Ali Tamposi
0OIFjtmrgzHcM3zYmMWnfL,6dRqmcPLOMYpsZ2ziBgOc2,2,Nicholas Miller,Jake Lawson
0OIFjtmrgzHcM3zYmMWnfL,6sd3MrIJWC85Jbgy1f4vnN,1,Nicholas Miller,Colin Brittain
0OIFjtmrgzHcM3zYmMWnfL,7B9SfnkYEsco5L0lrAQAqF,2,Nicholas Miller,Oliver Scott Sykes
0OIFjtmrgzHcM3zYmMWnfL,7EuXdfwnSJtoSNfwBWIz7T,1,Nicholas Miller,Mike Stringer
0OIFjtmrgzHcM3zYmMWnfL,7fRabwYwLBgvOudI9GY2Op,2,Nicholas Miller,David Hodges
0OIFjtmrgzHcM3zYmMWnfL,7r2uG6BlFXKcwmh9ItqlII,3,Nicholas Miller,Wrabel
0OIFjtmrgzHcM3zYmMWnfL,7rMi39MYgKE1TdRCTK3xqm,6,Nicholas Miller,Liza Owen
0OIFjtmrgzHcM3zYmMWnfL,7rqacjqgs10tZwg7S2DNxR,1,Nicholas Miller,Kelly Sweet
0OIFjtmrgzHcM3zYmMWnfL,7v73hLwSUwZVft3c99364r,4,Nicholas Miller,Taylor Dearman
0OIFjtmrgzHcM3zYmMWnfL,7yxi31szvlbwvKq9dYOmFI,1,Nicholas Miller,Jon Hopkins
0ONtMrGCKBpr01d4g38c9O,3r2Wkw5xjNSeBydK9DpTvm,1,Anastasia Whiteacre,Kyle Trewartha
0ONtMrGCKBpr01d4g38c9O,5ofSbsgtQwMpTI1ztk0F9q,1,Anastasia Whiteacre,Christopher Petrosino
0ONtMrGCKBpr01d4g38c9O,70SltUJZ7T8flViraT0VZp,1,Anastasia Whiteacre,Robert McCurdy
0ONtMrGCKBpr01d4g38c9O,71SwFEiHE17740w9AMstYt,1,Anastasia Whiteacre,Michael Trewartha
0OOSfwjiFtPmjEHAoOg7YI,1ivoavct6E182yXgKQ0lSf,1,Joe Rubel,Karen Ørsted
0OOSfwjiFtPmjEHAoOg7YI,6lW0ZPvYfqGPDuFatgL5xJ,4,Joe Rubel,Sigrid Solbakk Raabe
0OPT7ixYsQ0L2ztOcm11lw,31cs38jT0NJxXE08mettFN,1,Jeremy Pritchard,Jonathan Higgs
0OPT7ixYsQ0L2ztOcm11lw,57SdbEHzttYjw1G5PXunW7,1,Jeremy Pritchard,Alexander Robertshaw
0OPT7ixYsQ0L2ztOcm11lw,5jHLTYsm18TYKAaGvNAKII,1,Jeremy Pritchard,Michael Spearman
0ORrbySO3XuUlHq43lLAlI,1rjeVTt9Ra1ldvN7SpeK0G,1,Karl Johan Schuster,Max Martin
0ORrbySO3XuUlHq43lLAlI,78vOx0lRAS1UxHKJpzHgXN,1,Karl Johan Schuster,Savan Kotecha
0OWomxLcuEuQ9OrN7ohwx2,2Ti5ZrUOXGYVBASfOcslUF,1,Jamil Chammas,Kordei Hamilton
0OWomxLcuEuQ9OrN7ohwx2,4gBJEPPpDS6CLWMfifGIRz,1,Jamil Chammas,Tayla Parks
0OWomxLcuEuQ9OrN7ohwx2,67fPhBhBivUSnOKpRaCuJv,1,Jamil Chammas,Normani
0OWomxLcuEuQ9OrN7ohwx2,7oCKhjoGpzR9Yza9IC2r8A,1,Jamil Chammas,Khalid Robinson
0OY0S6f9lXxmCY33XTsRW8,4C0OCT7FVJ4ZD9BUSEZsw1,1,Eduardo Godoy,Rapha Soares
0OY0S6f9lXxmCY33XTsRW8,6Ny0MCoPZVcIrYP8Jn9olj,1,Eduardo Godoy,Rodolfo Alessi
0OZRCpyO1lExhFDmEr5RRf,10SYkEptkK3BZsU0TNHjO8,1,Felipe Goffi,Fabrício Fafá
0OZRCpyO1lExhFDmEr5RRf,2YEH3Oo07TLcq9qptYPGeV,1,Felipe Goffi,Jimmy Luzzo
0OZRCpyO1lExhFDmEr5RRf,3s8GX0uBgMVb0kAFFOGJKO,1,Felipe Goffi,Luciano Lima
0OZRCpyO1lExhFDmEr5RRf,5xiMte39Tv0UHZ6f4P9CWq,1,Felipe Goffi,Denner Ferrari
0OZRCpyO1lExhFDmEr5RRf,65j0eGKYrE4vsSIo4R427h,1,Felipe Goffi,Rick Monteiro
0OeJ7br7ZoJ4tUtsfIKjCT,19y5MFBH7gohEdGwKM7QsP,1,John Anderson,Luther Vandross
0Ogfbu1uNaLG0iwnVOo0y1,4VL4QRgUHPpilJ4CRhCW1I,2,Natalie Dunn,Pablo Bowman
0Ogfbu1uNaLG0iwnVOo0y1,6nZIpzJzcoNOQN0gUk4rj7,2,Natalie Dunn,Richard Boardman
0OjV59TARG0BQeaUPPA680,31JGEfg81JLo2FpEx9ZAuY,1,Honeyde Bertussi,Adelar Bertussi
0OjesqDdyrAZ722wUVoeDN,22txs5bvb8hWIRdOtXxpRW,1,Danilo Souza Ferreira,Maycon Nascimento Silva
0OmgC8rXmI8LAcvOoBCHfF,0WO3dyC7ZgCxPKHm8SJ28H,1,Gutemberg Rodrigues Pires,Valtinho Jota
0OmgC8rXmI8LAcvOoBCHfF,2vi3XVsKfMpN1MQzpoRngG,1,Gutemberg Rodrigues Pires,Marcelo Luiz De Moura
0OmgC8rXmI8LAcvOoBCHfF,3Kqo6IEFvbFuy8wFyHLeHf,4,Gutemberg Rodrigues Pires,Sebastian Matias Arietti
0OmgC8rXmI8LAcvOoBCHfF,3pU4C75m2yZDghdFbmOQxs,1,Gutemberg Rodrigues Pires,Helder Celso Machado Rocha
0OmgC8rXmI8LAcvOoBCHfF,3s3Ot3kGcA1t9jgrtYR9Vc,1,Gutemberg Rodrigues Pires,Glauco Zulo Tavares de Lima Tavares de Lima
0OmgC8rXmI8LAcvOoBCHfF,49H8E0hl3ARK3CiU8FxbMq,4,Gutemberg Rodrigues Pires,Glauco Zulo Tavares de Lima
0OmgC8rXmI8LAcvOoBCHfF,5THTwaQFTqkUsfXBPTuX09,1,Gutemberg Rodrigues Pires,Renata Pinheiro Ribeiro
0OmgC8rXmI8LAcvOoBCHfF,63nzzHrNJ6XErzl8gKtQN9,1,Gutemberg Rodrigues Pires,Andrea Isabel de Oliveira Amadeu
0OmgC8rXmI8LAcvOoBCHfF,7CNic7UFZTzpB1UWW5xVYy,1,Gutemberg Rodrigues Pires,Gustavo Silva Gusmão dos Santos
0OoYfPUoTL7HOhScxefYUW,1XgPxmxF6qU6VFqDboFXvX,1,Dow Brain,Rich Cronin
0OoYfPUoTL7HOhScxefYUW,6LxVqd8XbKgo5VYnCRnFcy,1,Dow Brain,Brad Young
0OqJQhSW0Ts6A3Z5LFHViW,4QFq2YIoUygp3TtCOA9iuh,3,Harry Clarkson,Peter Van Steeden
0OqJQhSW0Ts6A3Z5LFHViW,6KOSNgDQ4po9ngDaMb8xuf,3,Harry Clarkson,Geoffrey Clarkson
0OqyeQ4WwBHr7NGsFv2iEP,1V3YKBnloFsuMU9vssZEyG,1,Michael Skloff,Allee Willis
0OqyeQ4WwBHr7NGsFv2iEP,37aTn4ecVJ0TdDGBbzaksT,1,Michael Skloff,Marta Kauffman
0OqyeQ4WwBHr7NGsFv2iEP,4O5sWujN7Se7CsNTlHNJcL,1,Michael Skloff,Phil Solem
0OqyeQ4WwBHr7NGsFv2iEP,5oXWJJ0bFqskAtEIT0zwKK,1,Michael Skloff,David Crane
0OqyeQ4WwBHr7NGsFv2iEP,6r7dAsi5FPQPh49YesZ8LA,1,Michael Skloff,Danny Wilde
0OrddHGRmSuWqudjioPLq6,376bqC996FUx4OzQRpQsi2,5,Will Adams,Stacy Ferguson
0OrddHGRmSuWqudjioPLq6,4XN18j3qfTGghKvcCew5QV,2,Will Adams,Bobby Troup
0OrddHGRmSuWqudjioPLq6,60ItOMTkDP1Kk9Lq0X14nq,3,Will Adams,Elvis Williams
0OrddHGRmSuWqudjioPLq6,7Bss1syUCAY1X0cgOYylvG,3,Will Adams,Christopher Bridges
0Ota2YaOfxcUqhWjnEBcOG,2jjCvq5ISI4RomDew1bOca,1,Cassie Davis,Snob Scrilla
0OvUNVCJq45yhwqV0VlCFU,0mGv0rGNywIkOZGgAupCoU,1,Renno Poeta,Marco Esteves
0OvUNVCJq45yhwqV0VlCFU,0vw9BPphY3mM02Ea83Fbyw,4,Renno Poeta,Kinho Chefão
0OvUNVCJq45yhwqV0VlCFU,10w1HWE18qvmVHazPoCKak,1,Renno Poeta,Renato Moreno
0OvUNVCJq45yhwqV0VlCFU,1cpty8jskMDh8iEIBaYFrO,2,Renno Poeta,Lucas Papada
