source,target,weight,source_name,target_name
24wELljDGpFvtxih7Jyy6S,6zIflOoFBBE2Lu3TiRi4mo,11,Murillo Camargo Moura,Douglas Pereira de Oliveira
24wELljDGpFvtxih7Jyy6S,79o1GwgYK0fbBhhOeYduWS,11,Murillo Camargo Moura,Érico Fernando da Silva
24wELljDGpFvtxih7Jyy6S,7A715MmSQvu0gHxNSikAaE,11,Murillo Camargo Moura,Márcia Thaís Silva de Brito
24wELljDGpFvtxih7Jyy6S,7J7ZhQiBFwQ0Cw9FexOxOc,11,Murillo Camargo Moura,Marllon Victor Gomes Teixeira
24wELljDGpFvtxih7Jyy6S,7Lsa4k5uJSbx8twuY0lviR,11,Murillo Camargo Moura,Narayane Gonçalves Nogueira Maciel
24wELljDGpFvtxih7Jyy6S,7c6Kb0bNsXgUvdtLHYoTz2,11,Murillo Camargo Moura,Reinaldo Santos da Rocha
24wELljDGpFvtxih7Jyy6S,7ntqHeHxalb5xIwFiM43wd,11,Murillo Camargo Moura,Alanderson Alves dos Santos
24wELljDGpFvtxih7Jyy6S,7vpSYH6M8ICmu9kSmoaB7N,11,Murillo Camargo Moura,Daniel Lucas Moreira de Oliveira
24xRKIy8AUpljReuYXcwUW,2PNBI6enhUnttawj5wEBaT,1,Igor Jesus Bento Batista,Erick Fernando dos Santos Lemos
24xRKIy8AUpljReuYXcwUW,2nSGefzqdkp5HsYddnvGcP,1,Igor Jesus Bento Batista,Thiago Matheus Franco Lima
24xRKIy8AUpljReuYXcwUW,3AUtl2iwm7Ut28wxUA0ZmX,1,Igor Jesus Bento Batista,Weithon kalyl de Souza França
24xRKIy8AUpljReuYXcwUW,45ypY8HtGV1HULTC7Rfpaa,2,Igor Jesus Bento Batista,Paulo Henrique Ferreira da Silva
24xRKIy8AUpljReuYXcwUW,4krcqdcGhc6qqUBX9oS4Ji,1,Igor Jesus Bento Batista,Nathan santos dos Reis
24xRKIy8AUpljReuYXcwUW,4nFdytEbWsesxdBkJadVFD,1,Igor Jesus Bento Batista,Edilson da Silva Thomaz
24xRKIy8AUpljReuYXcwUW,55ByJAUFIGCiAp9u4YJWCu,1,Igor Jesus Bento Batista,Luiz Felipe Messias Lopes
24xRKIy8AUpljReuYXcwUW,59uzBufa8pVDYykdNdCh6v,2,Igor Jesus Bento Batista,Leonardo Pedro cardoso
24xRKIy8AUpljReuYXcwUW,5yZJ4kfdYdkMdtgJBwD0rM,1,Igor Jesus Bento Batista,Alessandro Venacio silva
24xRKIy8AUpljReuYXcwUW,6GwHS0pcdiYNVvwiUZiXZe,1,Igor Jesus Bento Batista,Pierre Tavares de Oliveira
24xRKIy8AUpljReuYXcwUW,6kFRXvM1zPLAMo0uowTHBS,1,Igor Jesus Bento Batista,Matheus Dos Santos da Costa
2549WBxxQ40AdKunPB3CzE,5ex3fB04j2XschUMZ2oxzc,1,Liane I. Machado,Clayton
255QHeaF6Psu3ZkUKhzOdF,5M9E9ftpDOvskFXXbtR79Y,1,André Isac Santos de Miranda,Victor Pereira dos Santos
25EvezYkIFmuyW8xRS0Kk4,31daKQW8BPtYs1RqbUeFvb,1,Leandros Nassioudis,Tim Schoon
25EvezYkIFmuyW8xRS0Kk4,5GjhmD5aMqmB8tfVJZcbJm,1,Leandros Nassioudis,Sara Sträßer
25EvezYkIFmuyW8xRS0Kk4,5LBrk5A6AMlgeECbmkUeVM,1,Leandros Nassioudis,David Turco
25EvezYkIFmuyW8xRS0Kk4,5VrJi1SyUyPNxEaeyaSK1C,1,Leandros Nassioudis,Lukas Adamidis
25GFkwNUm1HcIM1QmP4A17,2CezRESI2jM9CmGkeFNriB,1,Nicole Hassman,Peer Astrom
25GFkwNUm1HcIM1QmP4A17,6oZBHjSnGtNeGGwkMV8zQv,1,Nicole Hassman,Adam Anders
25HaVU7Q01trtAHiokevok,28rtggrXPY8wwsGCIjoMYk,1,Jin Jin,Jamie Scott
25HaVU7Q01trtAHiokevok,2smiJULgbNHQ4i3PNoRtwr,1,Jin Jin,Mark Ralph
25HaVU7Q01trtAHiokevok,3NjumIaL5ZBRScsT9W9wyD,1,Jin Jin,John Ryan
25HaVU7Q01trtAHiokevok,3pQeWkGDXP4HumyhapV7Pg,3,Jin Jin,Bastian Langebæk
25HaVU7Q01trtAHiokevok,3wbKxrONAaSJqKwEpnldU1,1,Jin Jin,Starsmith
25HaVU7Q01trtAHiokevok,44iT74G9Ht0EFAGllATx9T,3,Jin Jin,James Newman
25HaVU7Q01trtAHiokevok,4Wi1FLcqmkfe8LZa5QxrSA,2,Jin Jin,Uzoechi Emenike
25HaVU7Q01trtAHiokevok,4Y0fVb5PUer3l19thyjZid,1,Jin Jin,Jonathan Mensah
25HaVU7Q01trtAHiokevok,4h9x56qh0Qkr4hTfRGxJgl,1,Jin Jin,Julian Bunetta
25HaVU7Q01trtAHiokevok,6jrRxi9JGJL12nslSwUbrZ,2,Jin Jin,Tobias Gad
25HaVU7Q01trtAHiokevok,6u16NrdZNV1KuHV7NCYYiw,1,Jin Jin,Cass Lowe
25HaVU7Q01trtAHiokevok,718SmXrg8Xz3TYLPtStXsf,1,Jin Jin,Jordan K. Johnson (of The Monsters & Strangerz)
25IvGq8RmYl53ahUBHEbXc,3WkZ9nRl2cCMhjNFH27P3t,1,Adil Khayat,Pat Devine
25IvGq8RmYl53ahUBHEbXc,596WwccRvi6Hnozj0IW0VI,1,Adil Khayat,Steph
25IvGq8RmYl53ahUBHEbXc,6O9WquDfQTxGRZqZUXVEQx,1,Adil Khayat,RedOne
25IvGq8RmYl53ahUBHEbXc,6nMBRnRgI1I5qgdSbCSs81,1,Adil Khayat,Mehdi Bouamer
25IvOdPhCNYS2tW40olO8l,62KL7V7GEC1kFnJ37E1Mum,1,Markos Maksimus Muriz,Vincent E. Ponce
25IvOdPhCNYS2tW40olO8l,66W5h5BWy8mS83rD0JMJh6,1,Markos Maksimus Muriz,Isiaha James Woodworth-Lies Woodworth-Lies
25IvOdPhCNYS2tW40olO8l,6wKG2tXtN5Fzy01dtRRIu8,1,Markos Maksimus Muriz,Trevor Daniel Neill
25MNkA39C5jjxApUl812ic,2aM5jpQ0WTcQDeHsil8Ihz,7,Oliver Cheatham,Michael Gray
25MNkA39C5jjxApUl812ic,3DvJSPtrvSlndQaykSa4Qm,7,Oliver Cheatham,Sally Still
25MNkA39C5jjxApUl812ic,5PEVyciGIvstMLc0WP1eU4,7,Oliver Cheatham,Jim Irvin
25Puts9h0aUPCaxlK7BdwK,2aVS5mBGFsGJdsnj7kUC46,1,Johnny Lopez Pimentel,PEDRO DAVID DALECCIO
25Puts9h0aUPCaxlK7BdwK,3q5x4jZR50j6LOytuUDysS,1,Johnny Lopez Pimentel,Simon Restrepo
25Puts9h0aUPCaxlK7BdwK,4VXPEOAAGBJBpqihWTi1hz,1,Johnny Lopez Pimentel,Edgar Barrera
25Puts9h0aUPCaxlK7BdwK,5AMcl3MtRqh6XogZ5vAEgn,2,Johnny Lopez Pimentel,Ramsés Iván Herrera Soto
25Puts9h0aUPCaxlK7BdwK,5SDp4wJxfk4d1TMr6x45Yp,1,Johnny Lopez Pimentel,Julio Manuel González Tavárez
25Puts9h0aUPCaxlK7BdwK,5xH5fRhNQ7gzQd0qyjh1Gq,1,Johnny Lopez Pimentel,Carlos Isaias Morales Williams
25Puts9h0aUPCaxlK7BdwK,6DIRuVQGZAZn5XBdrQdE6T,1,Johnny Lopez Pimentel,Jhonatthan Jacob Reyes
25Puts9h0aUPCaxlK7BdwK,6WZJcfIy7K1v2heviV6Gm5,1,Johnny Lopez Pimentel,Andrea Elena Mangiamarchi
25RDMXokBqobUTrN1Y7vaJ,6koq8mqwuJbmpgmIRTwgOS,1,Rice N' Peas,Andrew Bazzi
25U0zXOgU1rHjmNs9ME7YZ,350h6YvCg7GkBScGk3ORb1,1,Zoe English,Robert Bateman
25U0zXOgU1rHjmNs9ME7YZ,4XPpkQyvnxglukLPiqL3bp,1,Zoe English,Brian Holland
25U0zXOgU1rHjmNs9ME7YZ,5apYPFgzm22ygl7PbR9XhN,1,Zoe English,Asa Taccone
25U0zXOgU1rHjmNs9ME7YZ,6aynGulj8Wxd7x7bbjgcRZ,1,Zoe English,Frederick Gorman
25U0zXOgU1rHjmNs9ME7YZ,7FFISpih28BCUClBnvGgIs,1,Zoe English,John Hill
25WmKLEG6LyK26HXBqP6oI,2Pky4QuIXrFq6ZERGi4m1E,1,Fernando Pires,Lincoln Olivetti
25WmKLEG6LyK26HXBqP6oI,368pm3aF8QwaykI2hIaXJJ,1,Fernando Pires,Aldino
25WmKLEG6LyK26HXBqP6oI,3lF1WfwVjShSiYwJqhuZBb,1,Fernando Pires,Michael Sullivan
25WmKLEG6LyK26HXBqP6oI,42BSb9qkEv1aGEyqLvACid,1,Fernando Pires,Renato Barros
25WmKLEG6LyK26HXBqP6oI,59giNkLqQNTZs8MnlrkUhM,1,Fernando Pires,Robson Jorge
25WmKLEG6LyK26HXBqP6oI,6yCXtZGcEauFUwDkwKKO9I,1,Fernando Pires,Vadinho
25WmKLEG6LyK26HXBqP6oI,7cVQi7CM7Pm9s4qQBpAKCy,1,Fernando Pires,Paulo Massadas
25X4A7jomsC2vUdjjxet7L,5IXO0yGQMScYQMsWg6L8YG,1,Reginaldo Faria,Paulo Mendonca
25ZdXuOPD6P8EqZ1Ah9yzu,5nVzVUSgihKjFRoPCjrhiG,5,Jo-Vaughn Virginie,Austin Post
25ZdXuOPD6P8EqZ1Ah9yzu,5pdnjXkfXzjUnE9lZVqNV3,5,Jo-Vaughn Virginie,Carl Austin Rosen
25fR6xG82pGTwq95aJodtU,2AMjPvJtTQ1zXZVWFnLDgm,1,"""Pop"" Wansel",Steve Mostyn
25fR6xG82pGTwq95aJodtU,35siWgkFYbC9xnkcI5LD8j,1,"""Pop"" Wansel",Steve A. Jordan
25fR6xG82pGTwq95aJodtU,3OjzBeDqy1qyLKvDUZRKLG,1,"""Pop"" Wansel",Kirby Dockery
25fR6xG82pGTwq95aJodtU,3QfwZ8JMNz1wkFlmQPw2y4,2,"""Pop"" Wansel","Ronald ""Flip"" Colson"
25fR6xG82pGTwq95aJodtU,3yDIp0kaq9EFKe07X1X2rz,1,"""Pop"" Wansel",Nile Rodgers
25fR6xG82pGTwq95aJodtU,4VlT09AARgAATIFG9IznR9,1,"""Pop"" Wansel",Ronald Colson
25fR6xG82pGTwq95aJodtU,59wfkuBoNyhDMQGCljbUbA,1,"""Pop"" Wansel",Diddy
25fR6xG82pGTwq95aJodtU,6BTOxCc5YJkQwhd7TKTDB9,5,"""Pop"" Wansel",Miguel Pimentel
25fR6xG82pGTwq95aJodtU,6Os6apoILkjgW3WWCh2pb1,1,"""Pop"" Wansel",Christopher Wallace
25fR6xG82pGTwq95aJodtU,6gVTRhclZRHAQRoUN0Uida,4,"""Pop"" Wansel","Steve ""Ace"" Mostyn"
25fR6xG82pGTwq95aJodtU,6mUbJdUaMqSuRPAU3gs0Tv,6,"""Pop"" Wansel","Warren ""Oak"" Felder"
25fR6xG82pGTwq95aJodtU,73CgPBaBJm2vYXK12O5mgW,2,"""Pop"" Wansel",Ronnie James
25fR6xG82pGTwq95aJodtU,75sxpqa1uw7KMB0KVY09qq,2,"""Pop"" Wansel",Nicole Russell
25fR6xG82pGTwq95aJodtU,7dVGrZxdEBO3u1fTOYa1Ml,1,"""Pop"" Wansel",Mason Betha
25fR6xG82pGTwq95aJodtU,7tlzFDl81KD9RL045ewyIA,1,"""Pop"" Wansel",Donald Glover
25fR6xG82pGTwq95aJodtU,7zmk5lkmCMVvfvwF3H8FWC,2,"""Pop"" Wansel",Elle Varner
25pLWvf0O7QN4YpHDzjYl7,6c0qylj1D1gqcUUN2P8Ofp,1,Cristian Enrique Heyne,Javiera Mena
25sq2hASQeuoNid25TtAHD,376bqC996FUx4OzQRpQsi2,1,Ray Brady,Stacy Ferguson
25tBoQOZBBW0HyFf6PMXUF,3PlShaXJEBQRJ2pb8pjcgo,1,Sam Sumser,Ricky Reed
25tBoQOZBBW0HyFf6PMXUF,7AwnkIRzhgaqzG2Dh6il0C,2,Sam Sumser,Sean Small
25zqcFXILqCX9DaRJZT5fU,4QpfgPrwJOG8cNlyKB1V4A,1,C. Henderson,M. Roberts
25zqcFXILqCX9DaRJZT5fU,6E626EiZdk31PNJ9gRwJ2c,1,C. Henderson,R. Harrell
262h9i660cw0Fc1YtJNbz8,6AtjcomJ1mUSPsTAGVIhJN,2,Dave Greenfield,Hugh Cornwell
262h9i660cw0Fc1YtJNbz8,6pw1WFZQiZZlraZg1D0DSU,2,Dave Greenfield,Jet Black
262h9i660cw0Fc1YtJNbz8,6wZdmlUE27RFzPfN8bujhK,1,Dave Greenfield,David Greenfield
262h9i660cw0Fc1YtJNbz8,7mddGZg9OW2I4N1GXoxbNx,2,Dave Greenfield,Jean Jacques Burnel
263c4Y2ogeRrV23vNSqw7A,7HZUOnpX33XMOsI8bwNoy3,1,Keegan Bach,Golden Landis Von Jones
263c4Y2ogeRrV23vNSqw7A,7bSjyGxtaKaPxfyDB2Dc7v,1,Keegan Bach,Omer Fedi
263tPISZDBHmiz4Gr6D2xm,5l4jkpqaOpaSwedhHfh6Dn,1,Jonathan Bellion,James Abrahart
2661GINjCJKGctZTYj8vz4,2QfmAmB1dZER1DL41IQbW7,1,Magnus Høiberg,Michael Mule
2661GINjCJKGctZTYj8vz4,2n9NhmlPeHNQgzptJNNMPd,1,Magnus Høiberg,Subhaan Rahmaan
2661GINjCJKGctZTYj8vz4,34QiknOnHKdjOjkmnwaarA,1,Magnus Høiberg,Martin McKinney
2661GINjCJKGctZTYj8vz4,56pImxBsOQTCASzJNLNEKN,1,Magnus Høiberg,Abel Tesfaye
2661GINjCJKGctZTYj8vz4,5b9beieXdzYADeb0c8QM3b,1,Magnus Høiberg,Isaac DeBoni
2661GINjCJKGctZTYj8vz4,64slu5aeaL9iAC53F2VgAJ,1,Magnus Høiberg,Mejdi Rhars
2661GINjCJKGctZTYj8vz4,6IxWaKvyIpCiOnB0pQcig8,1,Magnus Høiberg,Benjamin Levin
2661GINjCJKGctZTYj8vz4,6VuMaDnrHyPL1p4EHjYLi7,1,Magnus Høiberg,Charlie Puth
2661GINjCJKGctZTYj8vz4,7bSjyGxtaKaPxfyDB2Dc7v,1,Magnus Høiberg,Omer Fedi
2661GINjCJKGctZTYj8vz4,7pLWzeacJS2RgU9XERSzPl,1,Magnus Høiberg,Charlton Howard
268IzOoV3xDUZIHWjkrYtO,2k1GqgBfHetPSxD0PZ92PA,1,Russell T. Jones,Dennis David Coles
268IzOoV3xDUZIHWjkrYtO,3IKV7o6WPphDB7cCWXaG3E,1,Russell T. Jones,Isaac Hayes
268IzOoV3xDUZIHWjkrYtO,3T1zHkqCe0oaAs3Zfx0FiM,1,Russell T. Jones,Jason S. Hunter
268IzOoV3xDUZIHWjkrYtO,5toAPS22hqjqGy4MQwpAM0,1,Russell T. Jones,Clifford Smith
268IzOoV3xDUZIHWjkrYtO,6LN42UMOBP24dqHZDHDqid,1,Russell T. Jones,Lamont Hawkins
268IzOoV3xDUZIHWjkrYtO,6rkql6Z9cDto5x6li4GxQu,1,Russell T. Jones,Corey Woods
268IzOoV3xDUZIHWjkrYtO,7vvAb2OimrQSH2txaYbkge,1,Russell T. Jones,Robert F Diggs
268mhnkat7rZjlnOsJoZg8,2lru5lgDquPtJlwRLs3e6Z,1,Shellback,Alex Gibson
268mhnkat7rZjlnOsJoZg8,58NIqUgzTo36gBdVpU78zW,2,Shellback,S. Henriques
268mhnkat7rZjlnOsJoZg8,5iYVzmXC0OkyEXGXaRbLlc,1,Shellback,Fred Gibson
268mhnkat7rZjlnOsJoZg8,6IxWaKvyIpCiOnB0pQcig8,2,Shellback,Benjamin Levin
268mhnkat7rZjlnOsJoZg8,6aN0W2mHYw5WI66NVzLl0K,2,Shellback,J. Henriques
268mhnkat7rZjlnOsJoZg8,6eUKZXaKkcviH0Ku9w2n3V,1,Shellback,Ed Sheeran
26B3VomoqFQgzbhTIePpAo,68XdZXF52DO1ANuWEw00f4,1,Nathan Marques,Ana Terra
26D7WMJUpxwozxWsOMNifo,2P6tLPKEXAQccrsyshanm3,1,Vini (Chimarrutus),Ne
26D7WMJUpxwozxWsOMNifo,4VXvqxMw1sfptQQ0lE7jWK,3,Vini (Chimarrutus),Sander Froes
26D7WMJUpxwozxWsOMNifo,7aKK1YD3ZuWHBwFQ00zuOX,2,Vini (Chimarrutus),Nê
26DaTPOYW2gXfXBIwghsKn,2816km4k0TJ9nRjuTrvBzT,3,Michel,Gilson Mendonca
26DaTPOYW2gXfXBIwghsKn,5h9VA2lj01nIun2VFCzn6l,2,Michel,Marquinhos
26H6lNbLI1e1GBXil5tr2Y,4pyZ4lYXRrfpKyvtktseGH,1,Poke (of The Trackmasters),Samuel Barnes
26OvZyBHUPeAShBoOB3kYk,4mdIBSsuLByBIdBtkuYGa6,2,The Family,DEEZ
26OvZyBHUPeAShBoOB3kYk,5TmTQv1VaF0VDAmC9eAQ2m,2,The Family,Rick bridges
26Pe63tan407uey6N2rIDb,3kenPFH3stT73gNXNOByTN,1,Matthew Murphy,Daniel Haggis
26Pe63tan407uey6N2rIDb,6Kh0ppK9IwTNECPPJYKu6b,1,Matthew Murphy,Tord Overland Knudsen
26Pr3iRXLvaoOiGY6NCI5J,5d4WMfgfWrcufKRJLhDIaZ,1,Sergio Cardenas,Luis Carlos Monroy
26SJtds0qB6NdIcl5WDxmj,3QjIXubwA9CURwQhMSwpjn,1,Grace Hughes,Liam Quinn
26SJtds0qB6NdIcl5WDxmj,4mgqyDuFRjq0FBbIMePrLp,1,Grace Hughes,Andy Hopkins
26TCNvlW3TRNVDXD3sWrgE,5RNnjckKbo9wKkU5EHOkLG,1,Justyn Pilbrow,Jesse James Rutherford
26TCNvlW3TRNVDXD3sWrgE,69L15Bf02uA4DaHBUkY1Z2,1,Justyn Pilbrow,Brandon Fried
26TCNvlW3TRNVDXD3sWrgE,6mpUCFUXAgp9AhTIFIhP4e,1,Justyn Pilbrow,Michael Margott
26VFTg2z8YR0cCuwLzESi2,3AmZQCWcesfFcbqaiTNaJj,1,Halsey,Brynley Rose Plumb
26VFTg2z8YR0cCuwLzESi2,4AHz4KtLTWiGERr73tdRr6,1,Halsey,Matt Schwartz
26VFTg2z8YR0cCuwLzESi2,4k5XJa1mHBuKNvx4zt4Ogc,1,Halsey,Marques
26VFTg2z8YR0cCuwLzESi2,5CORgssJPtdG6q0HqEQkmE,1,Halsey,Dominic Harrison
26VFTg2z8YR0cCuwLzESi2,6dk34UAzy2UIS26Lu8baUK,1,Halsey,Gigio
26WQwAYoinO6Cda6Gwy7yR,5MmXZQUGs0eXP5PV79iKrB,1,Rachel Elkind,Wendy Carlos
26X8pxbssxComHbL0fnmqh,6LIimrgyqwovmXnv7eHBfi,1,Chris Brenner,Remme ter Haar
26bcPdPiM9x0JKw2wblux6,3g5sj05kKI7mbvWtRTQ4nk,2,Lukas Hainer,Markus Norwin Rummel
26bcPdPiM9x0JKw2wblux6,48hoW0ni4KUREo5z4sydtY,1,Lukas Hainer,Fred Jay
26bcPdPiM9x0JKw2wblux6,4MBr9OSalM5lcFFcmtACoF,1,Lukas Hainer,Howard Carpendale
26bcPdPiM9x0JKw2wblux6,4jfO2UaGLtxzZBcQYf95wD,1,Lukas Hainer,Hans-Joachim Horn-Bernges
26bcPdPiM9x0JKw2wblux6,50mm3EwYHgVXJRGeELUdR0,1,Lukas Hainer,René Baumann
26bcPdPiM9x0JKw2wblux6,6iMl7oaj7pKDWW0YB6p9Ie,2,Lukas Hainer,Stefan Zauner
26cR49HDYrUFr9sXooi64x,29eV30XiCVAnwabUTB8c6J,2,Pepê Santos,RÁAE
26cR49HDYrUFr9sXooi64x,3QkIK9yiCEXQ79rDwoLd43,2,Pepê Santos,Uiliam Pimenta
26gUPoPwnOT56BtxSD5h1F,2LOzYjCX5wPr5uMPZwC0j6,1,Kevin Briggs,David A Marcus
26gUPoPwnOT56BtxSD5h1F,2w6lBeql3oaEEZjnmOGbiF,3,Kevin Briggs,Kandi Burruss
26gUPoPwnOT56BtxSD5h1F,38QWCWR73GhHt4S914CSgX,1,Kevin Briggs,Kaitlin Murga
26gUPoPwnOT56BtxSD5h1F,3J8OjNIBptwSDLh49fdnFI,2,Kevin Briggs,Tameka Cottle
26gUPoPwnOT56BtxSD5h1F,4zvXwj3G5gbkyzGvBcBD7g,1,Kevin Briggs,Andy Bauza
26gUPoPwnOT56BtxSD5h1F,5TuAEztS6RKHAPMPvoZSei,1,Kevin Briggs,Jasmine Charity Ferrer
26gUPoPwnOT56BtxSD5h1F,64ccradw8gAQn9gMQZmEha,1,Kevin Briggs,"Lisa ""Left Eye"" Lopes"
26gUPoPwnOT56BtxSD5h1F,78vOx0lRAS1UxHKJpzHgXN,1,Kevin Briggs,Savan Kotecha
26gi2iQNVG5KBbRgJo7VCC,3XOmWJtho0aPBQW5uOMuyE,1,Patrick Gerasia,Ryan Williams
26gi2iQNVG5KBbRgJo7VCC,4BZ9GfyOJItrEpd7UHgXCP,1,Patrick Gerasia,David McGarry
26gi2iQNVG5KBbRgJo7VCC,52suQCFXFfQSsNxNim0Pxi,1,Patrick Gerasia,Michael Protich
26gq1QrhHppGkhCZcaNNma,2wkQ6QzMQAE2AOM0JSrOMh,1,Vincent Stefánsson,Philipp Klemz
26gq1QrhHppGkhCZcaNNma,2yUmrKPST8hUwQMDqUN2Xr,1,Vincent Stefánsson,Martin Breitenbach
26hOfHm3BPj6LZ5AGvJQZk,5w834ZosnqiBBV8xXCi3oD,1,"Adolph Thornton, Jr.",Willie Hutch
26hOfHm3BPj6LZ5AGvJQZk,65facZG5nAZq7pEBBX95Qt,1,"Adolph Thornton, Jr.",Jordan Houston
26k9wNPLecfDTmzGvmaE1R,5tNaciuC9qftumaIPlWegS,1,Ronaldo Camargo,Jorjão
26k9wNPLecfDTmzGvmaE1R,6MBzZGlPzDTQ5sIO1UEeln,1,Ronaldo Camargo,Luciano Bom Cabelo
26k9wNPLecfDTmzGvmaE1R,6f7uZyRmWiW89XCaKeRC5p,1,Ronaldo Camargo,Pipa Vieira
26k9wNPLecfDTmzGvmaE1R,6f7v5TGHsor8NbSJZ7SGGn,1,Ronaldo Camargo,Gabriela Santos Lima
26k9wNPLecfDTmzGvmaE1R,7IhOKQQS1YUtGWwsln210j,1,Ronaldo Camargo,Vinicius Maia
26l5n4WXxvIBIt4ETdp5wE,414TS3VqZf1XPCBixdmX9n,1,Patrik Berger,Jack Antonoff
26mVUiWMFnsf7XTfLNAbbs,3Jnt1w0srFnb7uelCWxTmk,1,Clen Turley,Raul Rivera
26mVUiWMFnsf7XTfLNAbbs,4r6FGgMOntVp78cBLK04yp,1,Clen Turley,Francisco Saldaña
26opZlzcsx1NhaN5QELG4e,5EAld9tTFN5ZJq5dcCxbB1,1,Bethany Wohrle,Ethan Hulse
26opZlzcsx1NhaN5QELG4e,5Z6gnOe0q5LWQ6jWaIhyne,1,Bethany Wohrle,Chris Cleveland
26opZlzcsx1NhaN5QELG4e,60JjUCBeLsuJ95WFvqFiFz,1,Bethany Wohrle,Dante Bowe
26opZlzcsx1NhaN5QELG4e,6ifK6U6beaq2xUfDRa9DQ9,1,Bethany Wohrle,Justin Amundrud
26tIvgV6eZ7Brnyo1CPbvV,2akTT0uv0rCWqSFAeDdaQF,1,D. Nowalski,K. Fareed
26tIvgV6eZ7Brnyo1CPbvV,3gOYkaXbNCR4eTQdULwaRe,1,D. Nowalski,S.P.Henriques
26wLE3agpIsrsiCVTzBHvD,6pNQXC29EO6PbizFuSED8t,3,Antonio Carlos,Jocafi
26zgKfllbQKTyv91H0R3jn,3D7JmKA5z0rWksTJttE1qX,2,Pete Kelleher,Tom Barnes
26zgKfllbQKTyv91H0R3jn,3itSQmoP934vE7hZHUpcs5,2,Pete Kelleher,Nick Atkinson
26zgKfllbQKTyv91H0R3jn,4iQjMiLxGouj4LaGEN3MJ8,2,Pete Kelleher,Ben Kohn
27139KeGlUa7dR4NFTVprB,2NSA9xPTrqVkzizn6tlJ7x,1,Matheus da Silva Lopes Barbosa,Christian Nóbrega Machado
27139KeGlUa7dR4NFTVprB,5E8E3T9j0Uzmhh0UJKHg7P,1,Matheus da Silva Lopes Barbosa,Caio Gabriel dos Reis Faria
27139KeGlUa7dR4NFTVprB,6fXOjkR1bITXf6TOaMBglK,1,Matheus da Silva Lopes Barbosa,André Castro dos Santos
27139KeGlUa7dR4NFTVprB,739oXHxImGCEFWsBZ6pprA,1,Matheus da Silva Lopes Barbosa,Lucas Cardenuto Alboredo
271sYIscwtRYHNoylpbX5l,3MSQH1okCvRnSotokeuhuu,1,Baratapai,Robert Coutinho
271sYIscwtRYHNoylpbX5l,6KIG9VuMcjRRGNU0O3r9N2,1,Baratapai,Matheus Teixeira
2727y7qCYVoVa0j0hTgxmL,4xu4NiCgyG7o19vYPV6lXU,4,Greg Kriesel,Kevin Wasserman
2727y7qCYVoVa0j0hTgxmL,5IphrDC8YSe5lpgVV2NVOF,4,Greg Kriesel,Bryan Keith Holland
273AzLALA9XRCCEn70Q9NW,2XZxaXED899trOkylOP8fa,1,Jossel Calveiro,Alexander Delgado
273AzLALA9XRCCEn70Q9NW,3yjUmIEZOYU9i9cU9uJGIZ,1,Jossel Calveiro,Randy Malcom
27FgsC52rnRthdclFquQB9,3zJeAmpEAloHjdRpsV7MCn,1,James Iheakanwa,Willie Tafa
27FgsC52rnRthdclFquQB9,4s6zaabHvxGM59FRlYxKu5,1,James Iheakanwa,Danzal Baker
27FgsC52rnRthdclFquQB9,7AlRsfXxw5GcXNob86rgnH,1,James Iheakanwa,Dallas Woods
27LiygWX1FBRyedfCvbmM5,4JIMShoexBVk6QmZvEZLvK,1,Stine Jacobsen,Lars Iversen
27LiygWX1FBRyedfCvbmM5,5iRWsrhrDyDtSo5L0uG0de,1,Stine Jacobsen,Morten Helgesen
27On3JX04wupQYfcjifH55,2QobOeybSvyibNUGIobnlP,1,Wesley Allen,Leland Whitty
27On3JX04wupQYfcjifH55,35BDeENwnmpP0NdMiZUoJR,1,Wesley Allen,Chester Hansen
27On3JX04wupQYfcjifH55,37ySVz1weNyhbgKazEM9YK,1,Wesley Allen,Matthew Burnett
27On3JX04wupQYfcjifH55,3UQZ9TaH9V5e2CpobkMgx6,1,Wesley Allen,Ian Culley
27On3JX04wupQYfcjifH55,4U0Agndv00WzMzPMAFFt9K,1,Wesley Allen,Matthew Tavares
27On3JX04wupQYfcjifH55,7m9QTLZ09GMAeuYL45FKve,1,Wesley Allen,Jordan Evans
27Q8Sho6z3yHCCqwHJull0,5QsrOSmMMbAeKT6Ikw9fGG,2,DD Junior,Lex
27Qf6HDmelY44KWXfkGlA1,3NcFkdauX5fttKZQEeijXL,1,William Roberts,Brian Wright
27Qf6HDmelY44KWXfkGlA1,43uOhHnEm2prDfnNjh3xOK,1,William Roberts,Ernest Wilson
27Qf6HDmelY44KWXfkGlA1,4EjxEHKnjTKCiwtLpagnun,1,William Roberts,Nasir Jones
27Qf6HDmelY44KWXfkGlA1,4fdHS95I3UgeHn01Ycr4oz,1,William Roberts,Norman Solomon
27Qf6HDmelY44KWXfkGlA1,4u8C5U8pw0J89xMtZVedLY,1,William Roberts,Sean Anderson
27Qf6HDmelY44KWXfkGlA1,5ENM4Vw9brkpcN51HtC8ga,1,William Roberts,Marlon Williams
27Qf6HDmelY44KWXfkGlA1,6BTOxCc5YJkQwhd7TKTDB9,2,William Roberts,Miguel Pimentel
27Qf6HDmelY44KWXfkGlA1,7HccVQniQ16OIH6p29HIr8,2,William Roberts,David Andrew Sitek
27Qf6HDmelY44KWXfkGlA1,7yyzOuyNoPHN5TiMLlv3sC,1,William Roberts,Andrew Harr
